Exp,Site,Hole,Type,Section,SectionLabel,Top Offset (cm),Depth (m CCSF),MSE,Al2O3,SiO2,K2O,TiO2,Fe2O3,CaO
361,U1474,A,H,5,U1474A_8H5,109.412,73.11,13.35,12.595509835995468,46.67333400427556,1.2123333538141383,0.67515102617708,4.300976484790681,29.752160915371714
361,U1474,A,H,5,U1474A_8H5,111.412,73.13,13.27,12.248896484324456,47.01549697246958,1.1837951864151288,0.6667777225937636,4.113663093144151,29.980836161477562
361,U1474,A,H,5,U1474A_8H5,113.412,73.15,13.39,12.423050155276103,47.11900033370758,1.1840211191542547,0.6617030108607428,4.034727230664699,29.78696377076125
361,U1474,A,H,5,U1474A_8H5,115.412,73.17,12.83,12.767350041178128,48.19401378187617,1.195906568132495,0.6549753318068381,4.059407116330408,28.337812781100606
361,U1474,A,H,5,U1474A_8H5,117.412,73.19,12.78,11.696113992237729,52.070094151794386,1.2122373604894232,0.6674212247303729,4.2018077193523435,25.361791171820382
361,U1474,A,H,5,U1474A_8H5,119.412,73.21,12.65,11.602973313536902,50.64893285727949,1.1840442967498617,0.6634266538370441,3.9912456863496333,27.118842812671716
361,U1474,A,H,5,U1474A_8H5,121.412,73.23,13.03,12.484550865317761,47.311072787774954,1.2110231204811523,0.6779791848530101,4.173670468788193,29.35116919320958
361,U1474,A,H,5,U1474A_8H5,123.412,73.25,13.08,12.321564567687235,47.49597267035208,1.156713318645609,0.6653572790341489,4.198467193610575,29.37139059109499
361,U1474,A,H,5,U1474A_8H5,125.412,73.27,13.28,12.803692832263426,48.16561634497448,1.3234729016928268,0.7014294157567948,4.627312288551658,27.587941837185454
361,U1474,A,H,5,U1474A_8H5,127.412,73.29,12.82,12.551991711980383,48.07053654336208,1.301376133167389,0.7127917559672875,4.630177295606817,27.942592180340693
361,U1474,A,H,5,U1474A_8H5,129.41199999999998,73.31,12.48,12.927641622820405,48.110952091355365,1.3286249026657546,0.7112486867818222,4.754106824087654,27.376891492713632
361,U1474,A,H,5,U1474A_8H5,131.41199999999998,73.33,13.17,12.210179793126372,48.15820597835571,1.2949093240143588,0.7236619825435499,4.844558814232651,27.977949728151987
361,U1474,A,H,5,U1474A_8H5,133.41199999999998,73.35,12.78,12.63553928801005,48.18493278857802,1.3007122660361523,0.7124486701440368,4.821203038035545,27.554629569620843
361,U1474,A,H,5,U1474A_8H5,135.41199999999998,73.37,13.28,12.189896557842069,47.83378983928201,1.1597377311023174,0.6866024274956793,4.526332654289156,28.8131064104134
361,U1474,A,H,5,U1474A_8H5,137.41199999999998,73.39,12.4,12.991602138164074,48.07855430324768,1.3419518432890565,0.7265417045225521,5.143262268178563,26.92755336302272
361,U1474,A,H,5,U1474A_8H5,139.41199999999998,73.41,12.09,12.751913060644219,48.13169134148242,1.347141828811252,0.7255897875425807,5.311810537812395,26.941319064131772
361,U1474,A,H,5,U1474A_8H5,141.41199999999995,73.43,12.57,12.710495627304889,48.02763556309241,1.292448942629276,0.7070511258725791,4.897823249635537,27.57401111188995
361,U1474,A,H,5,U1474A_8H5,143.41199999999995,73.45,12.4,12.71471605182671,48.70826551521762,1.2932504525664508,0.7130119507041963,4.737827929699247,27.042393720410423
361,U1474,A,H,5,U1474A_8H5,145.41199999999995,73.47,12.61,12.660251996302296,49.241743886521434,1.4468544568048634,0.7491685206986496,5.274999764128262,25.836446995969133
361,U1474,A,H,5,U1474A_8H5,147.41199999999995,73.49,12.31,12.934830388910397,50.19873927636122,1.6688168331868225,0.7886003980337577,5.8336905399941505,23.784788183938307
361,U1474,A,H,6,U1474A_8H6,2.2190000000000003,73.54,11.46,13.113397431449751,51.459237099195505,1.817071935429303,0.7881679752012765,6.220154896222935,21.811436282925854
361,U1474,A,H,6,U1474A_8H6,4.2189999999999985,73.56,11.24,13.781237954979634,50.99316588913663,1.7048976399955624,0.766412603866707,5.732719231193711,22.231032301252387
361,U1474,A,H,6,U1474A_8H6,6.2189999999999985,73.58,11.85,13.429190859632124,51.322391417438254,1.749897799298911,0.7774058343540161,5.892321025817389,22.03825868388394
361,U1474,A,H,6,U1474A_8H6,8.219,73.6,11.58,13.786184862326579,51.176543345688366,1.8715218934979791,0.791610789836893,6.074322534403767,21.509282194671048
361,U1474,A,H,6,U1474A_8H6,10.219,73.62,12.02,13.172448407819587,51.547385735388545,1.8974348953082654,0.7898858400501272,6.351732696254725,21.450578045603393
361,U1474,A,H,6,U1474A_8H6,12.219000000000001,73.64,12.44,13.48335238803468,51.37062667456308,1.8672622255403104,0.7783328417379544,6.087277198531404,21.622614292017207
361,U1474,A,H,6,U1474A_8H6,14.219000000000001,73.66,11.75,13.773846341370499,51.14486875504697,1.8650107940767904,0.7803769918031296,6.095852046513039,21.5495106916142
361,U1474,A,H,6,U1474A_8H6,16.219,73.68,11.12,13.075027052010782,51.73970758538449,1.9858525164097618,0.7567766474804446,7.212699421751063,20.4394023973881
361,U1474,A,H,6,U1474A_8H6,18.219,73.7,11.13,13.053536109606002,51.527793580959745,2.092032458836796,0.7543463509625944,7.467228479122563,20.314528640936928
361,U1474,A,H,6,U1474A_8H6,20.219,73.72,11.85,13.589859540406827,51.21483358411648,1.8638529217734265,0.7947393611186389,5.610217670679971,22.13596254232928
361,U1474,A,H,6,U1474A_8H6,22.219,73.74,12.12,13.295097105874417,51.07681397684648,1.814885610228589,0.777279795365178,5.532291652428879,22.713097479681103
361,U1474,A,H,6,U1474A_8H6,24.219,73.76,12.21,13.468510809803908,50.51685906270097,1.7141818878685762,0.7697275873951076,5.166231646564175,23.573954626091883
361,U1474,A,H,6,U1474A_8H6,26.219,73.78,12.94,13.234106876928907,49.85508645315126,1.5463212270878484,0.7351466831004227,4.8085430552367106,25.030261324919497
361,U1474,A,H,6,U1474A_8H6,28.219,73.8,12.57,13.048649412660753,50.09522055019714,1.5847705143360817,0.7430708544299356,4.905080302554471,24.832673986246242
361,U1474,A,H,6,U1474A_8H6,30.219,73.82,12.12,13.508335723996407,49.483148189030324,1.530641128073078,0.7336199133155951,4.764286089154621,25.189434576854605
361,U1474,A,H,6,U1474A_8H6,32.219,73.84,12.83,12.557492982520017,48.89060336543733,1.3317109230282878,0.6926497051673447,4.20346940432393,27.53353923994773
361,U1474,A,H,6,U1474A_8H6,34.219,73.86,13.6,12.387811984177564,49.030741384291716,1.2050993839860338,0.656951103203103,3.7733546028529745,28.15550716191325
361,U1474,A,H,6,U1474A_8H6,36.219,73.88,13.63,12.08517690223863,49.235676232334455,1.2861758375486032,0.6750769159766224,3.8635750475967927,28.063784684729534
361,U1474,A,H,6,U1474A_8H6,38.219,73.9,13.01,12.538106908897936,48.98751448961881,1.254106687307729,0.6712971130307298,3.7659479926052204,27.99249242896423
361,U1474,A,H,6,U1474A_8H6,40.219,73.92,12.06,12.579464090217842,51.35135158304425,1.500045296623925,0.7306671058906395,4.4308544632540725,24.617083081393908
361,U1474,A,H,6,U1474A_8H6,42.218999999999994,73.94,11.11,12.932775674153318,52.571504895184525,1.8973513757503155,0.7945470942651666,5.403672324805191,21.609614256266127
361,U1474,A,H,6,U1474A_8H6,44.218999999999994,73.96,11.79,12.96778528303142,50.60471326596425,1.7171143025792261,0.7729829849761035,5.370164693416968,23.77670509045668
361,U1474,A,H,6,U1474A_8H6,46.218999999999994,73.98,12.44,12.388926767405952,49.60324398226299,1.5043449913285776,0.7473278208462627,5.001286478733847,25.964335579847
361,U1474,A,H,6,U1474A_8H6,48.218999999999994,74.0,12.93,12.248608230238531,48.32591112670917,1.345609333817981,0.7130064038764348,4.815031931426135,27.76129859435638
361,U1474,A,H,6,U1474A_8H6,50.218999999999994,74.02,12.85,12.367245583069902,48.00801428340123,1.3129700106119977,0.7079880752048902,4.870074770971358,27.943172897165248
361,U1474,A,H,6,U1474A_8H6,52.21900000000001,74.04,12.43,12.404505847422204,48.90427831238285,1.4001050217245807,0.7231551651672354,5.117777890049491,26.65964338367827
361,U1474,A,H,6,U1474A_8H6,54.21900000000001,74.06,12.59,12.809627932113903,47.967853441536825,1.3462280941637572,0.7034447039312965,4.834243104222103,27.54806834445676
361,U1474,A,H,6,U1474A_8H6,56.21900000000001,74.08,12.74,12.410078626407342,48.07953692814181,1.3868395899318064,0.7099284024416324,5.294978471165602,27.328103602336448
361,U1474,A,H,6,U1474A_8H6,58.21900000000001,74.1,12.92,12.575426969172545,47.587441572730754,1.3567852697901963,0.6872065272361765,5.123920853707961,27.878684427787014
361,U1474,A,H,6,U1474A_8H6,60.21900000000001,74.12,13.23,12.706181911941261,47.635964341600875,1.3693276279683888,0.6998992454890363,5.006224292719665,27.79186820070541
361,U1474,A,H,6,U1474A_8H6,62.21900000000001,74.14,13.25,13.023876904137929,47.32170129510592,1.3355987842575763,0.6927400578137115,4.897737121109518,27.93781145799999
361,U1474,A,H,6,U1474A_8H6,64.21900000000001,74.16,12.83,12.186521738983775,48.32132170556867,1.5084907992228935,0.6707945904121857,6.573982341073311,25.948354445163798
361,U1474,A,H,6,U1474A_8H6,66.21900000000001,74.18,12.81,12.70732005324715,46.980896918495084,1.3472566519210167,0.6753337882640089,4.9272697808824715,28.57138842761491
361,U1474,A,H,6,U1474A_8H6,68.21900000000001,74.2,13.19,12.701336562140177,47.26258990147186,1.3361477070231136,0.6750171649375214,5.1861302283727015,28.048244056479263
361,U1474,A,H,6,U1474A_8H6,70.21900000000001,74.22,12.91,11.751409810308061,48.75240399942381,1.400544489289513,0.6780548332264129,5.465634902404947,27.161417585771897
361,U1474,A,H,6,U1474A_8H6,72.21900000000002,74.24,13.34,12.769280584526475,48.08681500712147,1.3003498205827262,0.6965192178389953,4.828262335936897,27.528238654418075
361,U1474,A,H,6,U1474A_8H6,74.21900000000002,74.26,13.08,12.696060220978515,48.30485318724058,1.3429859241734277,0.7246168164256492,4.86911053533803,27.271838936268438
361,U1474,A,H,6,U1474A_8H6,76.21900000000002,74.28,12.49,12.797839775452479,48.76260616087038,1.4147605594151986,0.7394349128427281,5.049120759371198,26.445703452472657
361,U1474,A,H,6,U1474A_8H6,78.21900000000002,74.3,12.04,12.917437001720067,49.74048477288647,1.5533519716696464,0.7593683603656372,5.390346757643543,24.848476756139277
361,U1474,A,H,6,U1474A_8H6,80.21900000000002,74.32,12.13,13.17809177807737,51.42974971287094,1.77934934507402,0.8048211247382495,6.036943336672097,21.980510322991965
361,U1474,A,H,6,U1474A_8H6,82.21900000000002,74.34,11.08,13.23416658617799,51.51248138453186,1.9188705865863236,0.8225834446980909,6.278622301212987,21.442741317217386
361,U1474,A,H,6,U1474A_8H6,84.21900000000002,74.36,11.32,13.246041704735331,51.493017667575074,1.8685469883715389,0.8091321366117006,6.29223475366428,21.500492369466695
361,U1474,A,H,6,U1474A_8H6,86.21900000000002,74.38,11.48,13.768076388720976,51.803678378810964,1.959312289603331,0.8070039228065371,6.493231884852358,20.378162755630463
361,U1474,A,H,6,U1474A_8H6,88.21900000000002,74.4,11.71,13.869674571804717,51.96512261553799,2.01585510282468,0.815293465596643,6.453340281790612,20.09017958287
361,U1474,A,H,6,U1474A_8H6,90.219,74.42,11.84,13.953032624093296,52.16784558085166,2.0592476359611074,0.8122055039174595,6.543621238915663,19.673513036685442
361,U1474,A,H,6,U1474A_8H6,92.219,74.44,11.49,13.515813817442444,52.71142632817697,2.085288856562716,0.8113768206205982,6.524529218422327,19.56103057919959
361,U1474,F,H,1,U1474F_9H1,38.768,74.46,13.12,13.269500313264615,50.02426707261773,1.6329181959137729,0.7774147710478828,5.274505554757277,24.23085971282336
361,U1474,F,H,1,U1474F_9H1,40.768,74.48,13.56,12.94208531932136,49.53751678929584,1.5689466578707465,0.7531898158335014,5.479618540677883,24.928108497425296
361,U1474,F,H,1,U1474F_9H1,42.768,74.5,13.28,12.817189275514028,48.849098762439645,1.3996709820092201,0.7199840201910647,4.803408631650592,26.620113948620087
361,U1474,F,H,1,U1474F_9H1,44.768,74.52,14.56,12.526998818721571,48.69360295474766,1.2685757106746913,0.6843082587042152,4.339030417683712,27.696949459892796
361,U1474,F,H,1,U1474F_9H1,46.768,74.54,15.03,12.65782186833968,48.43327706903102,1.161958882538566,0.6640908114479169,3.8662636629489344,28.42605332611852
361,U1474,F,H,1,U1474F_9H1,48.768,74.56,15.31,12.4434194547828,47.71372519057318,1.1094369161876028,0.6467696643380049,3.6913933672479975,29.604721027295064
361,U1474,F,H,1,U1474F_9H1,50.768,74.58,14.49,12.3558784859057,47.453277643690704,1.1621237518176404,0.6810968874532035,3.8353909128646846,29.721697938692714
361,U1474,F,H,1,U1474F_9H1,52.768,74.6,14.94,12.361168677581782,47.39265181745042,1.2068011949730364,0.6976213825274175,3.918459284529816,29.632763263362175
361,U1474,F,H,1,U1474F_9H1,54.768,74.62,14.56,12.314056453207229,46.78115909976702,1.1392526090758932,0.665781132780164,3.930758972538185,30.37845735305614
361,U1474,F,H,1,U1474F_9H1,56.768,74.64,14.82,12.199818690822525,46.66586926234244,1.1376395283903749,0.6699365175336576,4.07041219318259,30.46578942815305
361,U1474,F,H,1,U1474F_9H1,58.768,74.66,15.58,12.364352136265952,46.03988534045339,1.075202251039953,0.6498315359900536,3.9615839387467306,31.118610417928565
361,U1474,F,H,1,U1474F_9H1,60.768,74.68,14.75,12.01205219553692,45.72208795904288,1.0558279268283488,0.6446134096901135,4.025695047923694,31.74918908140268
361,U1474,F,H,1,U1474F_9H1,62.768,74.7,14.64,11.859627109915472,45.51660535956049,1.0456991948147958,0.6439157647536736,4.138349092129502,32.00526909925071
361,U1474,F,H,1,U1474F_9H1,64.768,74.72,14.74,12.565602620204855,46.39265394662991,1.1229744382135003,0.6631233339347379,4.3621364992302905,30.102974782211348
361,U1474,F,H,1,U1474F_9H1,66.768,74.74,14.44,12.532793128438437,46.59731919194806,1.157715976201661,0.6802763571613083,4.472150118976534,29.769210847698655
361,U1474,F,H,1,U1474F_9H1,68.768,74.76,14.1,12.294976464414392,47.79823216182307,1.2536208730281393,0.7148875384755815,4.725220034558282,28.422528548125165
361,U1474,F,H,1,U1474F_9H1,70.768,74.78,14.36,12.677611510644358,48.6942209730719,1.3374055911569795,0.7206758404818416,4.971384376637986,26.808167328431583
361,U1474,F,H,1,U1474F_9H1,72.768,74.8,14.41,12.511642559899478,49.03359555168705,1.3702171049533218,0.7383195052874358,4.893733486803363,26.66195741179398
361,U1474,F,H,1,U1474F_9H1,74.768,74.82,13.6,12.47296949164476,49.539344802028864,1.4766682237180353,0.7546596013245396,5.399668224746604,25.56615527696184
361,U1474,F,H,1,U1474F_9H1,76.768,74.84,13.68,12.817567080468777,50.14711852784554,1.5911594499712716,0.7719566801983768,5.544520584161749,24.337143297778926
361,U1474,F,H,1,U1474F_9H1,78.768,74.86,13.48,13.160158383444564,50.01626400570117,1.5983819651736122,0.7710963162075766,5.513332039013435,24.15023291088428
361,U1474,F,H,1,U1474F_9H1,80.768,74.88,13.73,13.268247947329678,49.87055367699293,1.5756635075969607,0.7636025836107551,5.380053617747684,24.351344287146627
361,U1474,F,H,1,U1474F_9H1,82.76799999999999,74.9,13.83,12.899613370155194,49.998875227968625,1.6083428663678765,0.7835496985347626,5.46897043862821,24.45011401876997
361,U1474,F,H,1,U1474F_9H1,84.76799999999999,74.92,12.85,12.413991614199029,49.93623938215306,1.5930802989511372,0.7857280658483066,5.365690784552958,25.114735474720156
361,U1474,F,H,1,U1474F_9H1,86.76799999999999,74.94,13.01,13.284481660379209,49.76942885989935,1.5866016196440695,0.7606561901644845,5.334084319676788,24.474212970660727
361,U1474,F,H,1,U1474F_9H1,88.76799999999999,74.96,13.56,13.151402592395556,49.55775362807631,1.5472506979426583,0.7503980268750792,5.236057251743293,24.966603423391742
361,U1474,F,H,1,U1474F_9H1,90.76799999999999,74.98,13.89,12.48613020104631,48.963556135086904,1.4860715631736559,0.7436491797724916,4.998797034337392,26.531261507007898
361,U1474,F,H,1,U1474F_9H1,92.76799999999999,75.0,14.31,12.485057451711013,47.64501318842493,1.3837040379920384,0.7227210659746595,4.837349859354319,28.13562001696768
361,U1474,F,H,1,U1474F_9H1,94.76799999999999,75.02,14.57,12.450764632102292,46.32597857176308,1.200635041777532,0.6704600882745791,4.444110705904844,30.117516580602295
361,U1474,F,H,1,U1474F_9H1,96.76799999999999,75.04,14.68,12.595504887693375,45.83809849254035,1.0999019974447455,0.6414623910193374,4.103056446390231,30.931441405336617
361,U1474,F,H,1,U1474F_9H1,98.76799999999999,75.06,15.34,12.185690506639546,45.88661519506057,0.9860416704862348,0.6210235569960411,3.651615076859004,31.878479614383245
361,U1474,F,H,1,U1474F_9H1,100.76799999999999,75.08,15.26,12.254140477815596,45.896806423541385,0.9781008046655232,0.6088503477252,3.584281534562971,31.88728603211396
361,U1474,F,H,1,U1474F_9H1,102.76799999999999,75.1,15.41,11.323350200627646,47.50144689672546,1.0465093145665534,0.6369792043541171,3.7751350325033672,30.926044971647496
361,U1474,F,H,1,U1474F_9H1,104.76799999999999,75.12,15.02,11.77113519434947,46.23129121297325,1.1107497486018711,0.6495802699260251,3.986748197099249,31.459960997474777
361,U1474,F,H,1,U1474F_9H1,106.76799999999999,75.14,14.41,12.250880515701768,47.27023548290634,1.0928324181529223,0.6389280206776389,3.900359617022139,30.05622956596384
361,U1474,F,H,1,U1474F_9H1,108.76799999999999,75.16,15.07,12.012303903064955,46.94443209672849,1.0626169107100196,0.6249237011473823,3.9121528514305295,30.653036157343255
361,U1474,F,H,1,U1474F_9H1,110.76799999999999,75.18,14.69,11.836844065395379,46.97890704047238,1.0738244289198844,0.6237547066022886,3.9729315754259806,30.723203803608737
361,U1474,F,H,1,U1474F_9H1,112.76799999999999,75.2,13.9,12.111689559741423,46.76763846111086,1.0332362399591641,0.6216333708966382,4.090293689819955,30.5849742988966
361,U1474,F,H,1,U1474F_9H1,114.76799999999999,75.22,14.47,12.332909460455161,46.0502372055281,1.0218298833862227,0.6075507811669048,3.971933457470773,31.22500483241748
361,U1474,F,H,1,U1474F_9H1,116.76799999999999,75.24,14.5,12.258468289536463,45.66703479516043,0.9890344198313428,0.6103258398891449,4.042412277605881,31.642189998401374
361,U1474,F,H,1,U1474F_9H1,118.76799999999999,75.26,14.59,11.944403362776436,46.56775324226081,1.0684951350103165,0.6265291542138391,4.2261640364698945,30.776120689693354
361,U1474,F,H,1,U1474F_9H1,120.76799999999999,75.28,14.69,11.97847200286697,47.46244122766736,1.1503206515532338,0.6654951503045743,4.369709128995212,29.58302745903728
361,U1474,F,H,1,U1474F_9H1,122.76799999999999,75.3,13.0,11.084015882129275,54.93701093931776,1.3463000811692551,0.6739924338840201,4.826758346890082,22.341387937034252
361,U1474,F,H,1,U1474F_9H1,124.76799999999999,75.32,12.61,10.920990299192466,59.22683581468952,1.3649064033258664,0.7172435928520172,4.96697759654469,18.01251191382008
361,U1474,F,H,1,U1474F_9H1,126.76799999999999,75.34,14.96,11.532406939279692,50.792276033132985,1.230009602766039,0.6599255385649714,5.249951871976904,25.744895634704047
361,U1474,F,H,1,U1474F_9H1,128.768,75.36,15.51,11.706788465414911,44.32451423931671,1.0371760962321017,0.6471461914778884,3.900725923051642,33.59311470493138
361,U1474,F,H,1,U1474F_9H1,130.768,75.38,15.61,12.039911121622366,43.85749848149506,0.9757733764767759,0.6481978841198419,3.805913577996599,33.882171178713996
361,U1474,F,H,1,U1474F_9H1,132.768,75.4,15.04,12.496907188806366,43.78470157395264,1.0457738501691578,0.6638483193961473,3.912390941891196,33.30584374620912
361,U1474,F,H,1,U1474F_9H1,134.768,75.42,15.5,12.138643010643813,43.396872213399625,1.0481574286068263,0.6426007786918848,3.9806371922616104,34.00255499682087
361,U1474,F,H,1,U1474F_9H1,136.768,75.44,15.98,11.645673664116492,44.11605242487358,1.0923883139432269,0.6699326121919624,4.272162588712531,33.41325601658685
361,U1474,F,H,1,U1474F_9H1,138.768,75.46,15.27,12.319265881649796,44.28523827875376,1.0964686622672415,0.6591845236066027,4.280908135883535,32.568400138263705
361,U1474,F,H,1,U1474F_9H1,140.768,75.48,14.71,11.819393717302166,45.065625948654706,1.088046193853545,0.6546596681311823,4.349051583784253,32.232688508698786
361,U1474,F,H,1,U1474F_9H1,142.768,75.5,14.79,12.036275121836503,44.527825588467884,1.1197168201260592,0.6712998118024176,4.456156249183289,32.39819202900848
361,U1474,F,H,1,U1474F_9H1,144.768,75.52,15.05,12.265310524724397,44.22562160269313,1.0964130654343616,0.6654477986740638,4.449541271552928,32.50713135734576
361,U1474,F,H,1,U1474F_9H1,146.768,75.54,14.24,11.972512857176255,44.797592753543704,1.1534145378787068,0.6974867212371357,4.4748198161496635,32.11363893443917
361,U1474,F,H,2,U1474F_9H2,0.9159999999999999,75.58,14.26,11.446441358106153,43.31413714119533,1.2871982749992368,0.7218075168996141,4.801502914707725,33.63837841451658
361,U1474,F,H,2,U1474F_9H2,2.9160000000000004,75.6,14.9,12.25866947456778,44.69600791268085,1.1558662604972005,0.689270434595114,4.5999246736379344,31.809726864445775
361,U1474,F,H,2,U1474F_9H2,4.916,75.62,15.15,12.14787701534095,45.35441656093007,1.1460160773749763,0.6620784909501198,5.067475064619072,30.831602411209456
361,U1474,F,H,2,U1474F_9H2,6.916,75.64,15.46,11.956561552723047,46.451532363701325,1.195999891787477,0.6748858567519362,5.001237680986445,29.929248274474404
361,U1474,F,H,2,U1474F_9H2,8.916,75.66,16.66,12.26804105179998,46.19752362467752,1.1744135969845853,0.6960471440363772,4.227083973942234,30.64635622898393
361,U1474,F,H,2,U1474F_9H2,10.915999999999999,75.68,17.03,12.390869973368368,46.11017667313778,1.1721558363433162,0.6803919974749169,4.19124232113122,30.664628818969035
361,U1474,F,H,2,U1474F_9H2,12.915999999999999,75.7,17.58,12.652159343371077,45.695191463223686,1.1325409622967215,0.6700334005023562,4.045363511111085,31.01417693991972
361,U1474,F,H,2,U1474F_9H2,14.915999999999999,75.72,17.25,12.18959671373737,45.85882193508823,1.1406752902452832,0.6607586699536847,4.13213176210524,31.227481249294826
361,U1474,F,H,2,U1474F_9H2,16.916,75.74,18.0,12.382712049059256,45.134137953541575,1.0724677293262126,0.6457365290719573,4.024997815708085,31.949413543717547
361,U1474,F,H,2,U1474F_9H2,18.916,75.76,17.37,11.89816705805079,45.21408144018929,1.063744003925929,0.646780270881176,3.9092153531834057,32.47747749419405
361,U1474,F,H,2,U1474F_9H2,20.916,75.78,17.37,11.952511894636991,45.08577759637965,1.0723811574882747,0.6522466255676043,3.9158656281933597,32.53068271815876
361,U1474,F,H,2,U1474F_9H2,22.916,75.8,16.72,11.976913044917035,44.838547660868784,1.0369749196946165,0.6342400486250174,4.040654626176958,32.68213532014222
361,U1474,F,H,2,U1474F_9H2,24.916,75.82,16.44,11.802181797729663,45.88218946697821,1.1009652693462577,0.6546932597008059,4.436779580600949,31.332656246068748
361,U1474,F,H,2,U1474F_9H2,26.916000000000004,75.84,17.11,11.849499047840757,46.100346597737506,1.1618669514873814,0.6812679610928865,4.32196798841744,31.09451707384866
361,U1474,F,H,2,U1474F_9H2,28.916000000000004,75.86,16.44,11.708960657046909,46.71906487511592,1.138919603311032,0.6688618581394452,4.181545426257707,30.792113200553622
361,U1474,F,H,2,U1474F_9H2,30.916000000000004,75.88,17.16,12.185809213629344,45.7646552921469,1.0616422894287334,0.6455945466102392,3.9841789204901508,31.567585358119267
361,U1474,F,H,2,U1474F_9H2,32.916000000000004,75.9,17.76,11.820810890526797,45.53331098799638,1.025579017132715,0.6181943237216148,4.0465577954399725,32.16501260560717
361,U1474,F,H,2,U1474F_9H2,34.916000000000004,75.92,16.79,12.140103703029832,47.60794456023696,1.2981289007007397,0.6961673300880846,4.565475854678421,28.901645271690608
361,U1474,F,H,2,U1474F_9H2,36.916,75.94,16.83,11.979821902218282,48.2276998981539,1.3460392752884258,0.6955809376458032,4.88265966319196,28.07766394392628
361,U1474,F,H,2,U1474F_9H2,38.916,75.96,16.41,11.947210652667144,48.29409338322989,1.32905863968896,0.6814609513066071,4.546444250554338,28.411197742977695
361,U1474,F,H,2,U1474F_9H2,40.916,75.98,17.25,12.55900541700321,47.54423254066947,1.2575902759798139,0.6810819644773067,4.1652104911601375,29.002344931134715
361,U1474,F,H,2,U1474F_9H2,42.916,76.0,16.86,12.196109734976078,48.15801370612127,1.393477882908341,0.6870843147924978,5.09780530063583,27.676974680990618
361,U1474,F,H,2,U1474F_9H2,44.916,76.02,16.2,12.634119759020392,47.7304673418186,1.3570949984253529,0.6858877520260898,4.735532661819178,28.066363107315013
361,U1474,F,H,2,U1474F_9H2,46.916,76.04,15.38,11.988864329770443,47.95650992138957,1.395413748041104,0.7053153189164255,4.988488361380614,28.1748739409265
361,U1474,F,H,2,U1474F_9H2,48.916,76.06,15.87,11.779101108827016,48.84818133989742,1.425922193127486,0.7090810807676818,4.830892094528749,27.616287803276283
361,U1474,F,H,2,U1474F_9H2,50.916,76.08,15.69,12.609337443014839,48.38008355913005,1.4284197057691417,0.7125865550602647,4.535607933488622,27.543430423961723
361,U1474,F,H,2,U1474F_9H2,52.916000000000004,76.1,15.67,12.389984156185983,47.86759585261884,1.4015043598325694,0.7162485227265687,4.932038749989866,27.90209397907082
361,U1474,F,H,2,U1474F_9H2,54.916000000000004,76.12,15.83,12.706133689879291,47.69670037573217,1.3753183275991456,0.7187812828647142,4.488512481084799,28.224019463264522
361,U1474,F,H,2,U1474F_9H2,56.916000000000004,76.14,16.26,12.088221611609116,46.817035151388296,1.280045366379723,0.7061324574051775,4.4157843172452385,29.902246716397094
361,U1474,F,H,2,U1474F_9H2,58.916000000000004,76.16,16.77,12.226906879055184,46.616243764341604,1.2772125773892415,0.7027124053847148,4.410826049365636,29.975563944888247
361,U1474,F,H,2,U1474F_9H2,60.916000000000004,76.18,16.53,11.98839301846586,46.529838175122165,1.2786561046949827,0.7015229766452686,4.57661795791723,30.134437387579126
361,U1474,F,H,2,U1474F_9H2,62.916000000000004,76.2,16.37,11.626804642657044,46.067519450087026,1.2031186953257789,0.696894667946496,4.634148870653246,30.980979293755045
361,U1474,F,H,2,U1474F_9H2,64.916,76.22,16.52,12.131156734462627,45.905338353973995,1.226126475129656,0.7097030300518037,4.392609326076043,30.84453170073051
361,U1474,F,H,2,U1474F_9H2,66.916,76.24,16.59,12.219006911660175,46.5868510248251,1.2681846830970585,0.7199960785723039,4.54657449547815,29.868852426791854
361,U1474,F,H,2,U1474F_9H2,68.916,76.26,16.39,12.384046181463072,46.349972856297676,1.316499900802218,0.7239472338585243,4.6742027758716675,29.760796672131498
361,U1474,F,H,2,U1474F_9H2,70.916,76.28,16.71,12.278589110556148,46.436318896289166,1.299368591529219,0.7327171383096741,4.7020948788281345,29.76037700491231
361,U1474,F,H,2,U1474F_9H2,72.916,76.3,16.35,12.317372555380102,46.12012239405174,1.2287192587937799,0.7057994488837159,4.63206466746183,30.205387295853463
361,U1474,F,H,2,U1474F_9H2,74.916,76.32,16.01,11.859922366183886,45.67935944465492,1.203911902577689,0.7176971406102849,4.544056299311136,31.20451846708672
361,U1474,F,H,2,U1474F_9H2,76.916,76.34,16.05,11.933298971626048,45.46582377922716,1.1187916820664745,0.7080915285138213,4.379712764936842,31.603746894054286
361,U1474,F,H,2,U1474F_9H2,78.916,76.36,17.0,11.442416050581818,45.16187186717536,0.7976124146780271,0.5745079101950384,3.7210139024993314,33.512043475295066
361,U1474,F,H,2,U1474F_9H2,80.916,76.38,16.89,10.485372030937063,45.92876199551673,0.6827643338285422,0.5090463173107181,3.3790018282836143,34.224519114547974
361,U1474,F,H,2,U1474F_9H2,82.916,76.4,16.94,10.985288073858408,46.77306651536816,0.6937486010793465,0.5166809364105523,3.2641932269435916,32.976488266764584
361,U1474,F,H,2,U1474F_9H2,84.916,76.42,16.61,10.62138053293507,48.161643482829604,0.6675337856915816,0.5011600795144056,3.041625192379602,32.216122547074384
