Depth (m),Al,Si,K,Ca,Ti,Fe
112.76299999999999,13.49663244189871,43.90972650221182,2.0851549814288455,34.02035954936208,0.7701049133945037,5.718021611704043
112.78299999999999,13.344821435974245,44.06844154896448,2.233597523399983,33.61649044107631,0.7848161065173394,5.95183294406764
112.805,13.262632494491337,44.16680098255059,2.465035868986689,32.71406272061487,0.7916010777042938,6.599866855652213
112.825,13.7087936602803,44.2383352802973,2.514827995591791,32.39588989507472,0.820933889946415,6.321219278809469
112.845,13.827081556161064,43.75806066809829,2.2807992543340365,32.60906760897608,0.8015798927940653,6.723411019636444
112.865,13.68069340316858,44.24719345117831,2.406337879143181,32.86386411025441,0.8104096153707919,5.991501540884726
112.885,13.11731527908816,44.44971834661478,2.5409934772777687,32.355269881612074,0.8189355006610203,6.717767514746196
112.905,13.885679923781307,44.40012917009697,2.5587067241533026,32.03443994914774,0.8223199882935859,6.298724244527076
112.927,13.584349933491819,44.36384321032403,2.481684758700647,32.4901299283745,0.8068307207854307,6.273161448323568
112.947,13.64391769913745,44.54918179867845,2.57349764996768,32.11766011404419,0.8186184615156242,6.297124276656605
112.96700000000001,14.001146663744022,44.68987208768996,2.8386555801688984,30.9497850980732,0.838964098918957,6.681576471404968
112.98700000000001,14.116501798334008,44.780540288948565,2.529361875661068,31.61848762760544,0.8204242411621641,6.13468416828875
113.007,14.297724809249528,45.39789290242734,2.738912585992501,30.259260400596144,0.8508637847710607,6.4553455169634315
113.027,14.54811083296264,45.94469407214226,3.024891826203804,28.896929992662734,0.8768782032936583,6.708495072734897
113.04700000000001,15.056812620290833,46.53256400179315,3.292456212617837,27.466464235810555,0.9272969666271872,6.724405962860433
113.06700000000001,15.414991025231013,44.94977747848434,4.138675612290325,26.583140222623193,0.9034655440875141,8.00995011728361
113.087,14.894854842091329,47.208312914013476,3.2669674607909682,26.570566650531845,0.8743842830596147,7.184913849512762
113.113,14.276077088227215,48.28103823939125,2.4174150652846693,27.64892133702115,0.8175156236283742,6.559032646447334
113.133,13.682377872983565,43.979084838975766,2.3358042532114887,33.2545935002254,0.8133101832998966,5.934829351303903
113.15299999999999,13.845867758194514,43.74739315633319,2.308000206729581,33.33933937950459,0.8119168098866151,5.947482689351509
113.17299999999999,13.747771439841177,43.93309421345694,2.401792420307776,32.72253081762845,0.8267375420011257,6.368073566764526
113.193,13.6042056434256,43.98059646837931,2.3352786115397923,33.173277200444694,0.8215533209628278,6.0850887552477655
113.213,13.938857043323633,43.9860357900308,2.383758526924493,32.66428680799023,0.8209917352532446,6.20607009647762
113.23299999999999,14.021301932407884,44.43782943280569,2.514157263240627,31.83979791133391,0.8327790036059574,6.354134456605928
113.25299999999999,13.723816669538436,44.38479418244895,2.4294600598616585,32.471365527350486,0.837107998808311,6.153455561992171
113.272,15.009880894876229,45.080427415437086,2.390098052372154,30.858037752893086,0.8035705287293706,5.857985355692077
113.292,15.554299400048855,44.72375008481502,2.483091776971362,30.28436147463285,0.8136552698126415,6.1408419937192615
113.31200000000001,15.357866165464435,45.04123671806132,2.483652995184455,30.116704610109952,0.8067316712547885,6.193807839925039
113.33200000000001,15.093019195556835,44.947806335465465,2.5055671232210397,30.487594381489135,0.8100962640393999,6.155916700228116
113.352,15.66941442133569,44.5020444359657,2.4760303274602746,30.409415967710196,0.8041263228682158,6.138968524659919
113.37200000000001,15.355061815822285,44.682082222499666,2.470110961422834,30.48155926586244,0.7876887513224693,6.223496983070306
113.39200000000001,15.037931590776726,44.64283377841544,2.491439128458892,30.52994620161285,0.7823427438257832,6.515506556910304
113.412,15.24409952815212,44.49685689336423,2.313301579469788,31.30607221646432,0.7924620630622334,5.847207719487311
113.432,15.283733489272805,44.82865670425979,2.358313105106395,30.582302782056324,0.7774392280066944,6.169554691297989
113.47200000000001,15.450417223777595,44.6301732870131,2.386698989484114,30.590531231561148,0.791054999354053,6.151124268809989
113.492,15.157797551420934,44.36599445341361,2.315025701875244,31.232129423418836,0.7769277957655222,6.1521250741058555
113.512,15.069724731257317,44.556066595500035,2.431193654026036,30.838867473654226,0.795170041409495,6.3089775041529
113.53200000000001,15.522290327558041,44.04316799831346,2.2572353247227004,31.31886514929701,0.7797056605395657,6.078735539569222
113.552,15.35729227252198,44.57508964506402,2.344458154051239,30.970257298652303,0.8005150431236325,5.9523875865868225
113.572,15.499889380673418,44.41579553812136,2.2829208648748764,31.121116223514996,0.7894210919390878,5.890856900876275
113.59200000000001,14.941857033571868,45.00492679086297,2.358791382982117,30.788430465265364,0.7989380521294088,6.1070562751882695
113.61200000000001,15.222241428894451,44.39856238530208,2.312735600355544,30.930359426103156,0.7887989713030273,6.347302188041735
113.632,14.819187524014843,44.53114168998112,2.2859538294339403,31.32184557390988,0.7998804390214529,6.241990943638763
113.652,15.055955295941317,44.475712982850226,2.211108978321278,31.459407484096158,0.7828020571736366,6.015013201617385
113.67200000000001,15.104693769690458,44.589147593009386,2.2599456433238916,31.16684007247391,0.794531683912009,6.084841237590337
113.694,14.489401001787435,44.107919338878595,2.162821625823718,31.275652231601875,0.7796996460220583,7.184506155886326
113.714,15.033750115764843,44.39027192081805,2.2506307771022462,31.441934452379183,0.7867178273499703,6.0966949065856975
113.76,15.371363206302934,44.87761832267565,2.3767095448891973,30.391216113568586,0.7827150112869092,6.2003778012767246
113.78,15.278182144212119,44.660249758237335,2.382099340994633,30.61521481179244,0.7783978518715823,6.285856092891897
113.8,14.990388508945744,44.62565788132784,2.2968538071438247,31.291305062318127,0.7788619856806956,6.016932754583778
113.82,15.050660983539341,44.664075143529324,2.210852135576977,31.4247048276777,0.76921781009271,5.880489099583942
113.84,15.0205360225781,44.66803631075133,2.250512091316244,31.371145529436305,0.7772971915572938,5.912472854360713
113.86,15.131314058218784,44.687398194230624,2.3335620073599883,30.892177874452603,0.788928971553728,6.166618894184278
